No.,TimeStamp(UNIX),Latitude,Longitude,SSID,Channel,RSSI(dBm)
43,1601283390,35.1585723,136.9238583,AAA001,5,-75
44,1601283391,35.1585723,136.9238583,AAA001,5,-75
45,1601283392,35.1585723,136.9238583,AAA001,5,-75
46,1601283392,35.1585723,136.9238583,AAA001,5,-75
47,1601283393,35.1585723,136.9238583,AAA001,5,-75
48,1601283394,35.1585723,136.9238583,AAA001,5,-75
49,1601283395,35.1585723,136.9238583,AAA001,5,-75
50,1601283395,35.1585723,136.9238583,AAA001,5,-75
51,1601283396,35.1585723,136.9238583,AAA001,5,-75
52,1601283397,35.1585723,136.9238583,AAA001,5,-75
53,1601283397,35.1585723,136.9238583,AAA001,5,-75
54,1601283398,35.1585723,136.9238583,AAA001,5,-75
55,1601283399,35.1585723,136.9238583,AAA001,5,-75
56,1601283400,35.1585723,136.9238583,AAA001,5,-75
57,1601283400,35.1585723,136.9238583,AAA001,5,-75
58,1601283401,35.1585723,136.9238583,AAA001,5,-63
59,1601283402,35.1585723,136.9238583,AAA001,5,-63
60,1601283402,35.1585723,136.9238583,AAA001,5,-63
61,1601283403,35.1585723,136.9238583,AAA001,5,-63
62,1601283404,35.1585723,136.9238583,AAA001,5,-63
63,1601283404,35.1585723,136.9238583,AAA001,5,-63
64,1601283405,35.1585723,136.9238583,AAA001,5,-63
65,1601283406,35.1585723,136.9238583,AAA001,5,-63
66,1601283406,35.1585723,136.9238583,AAA001,5,-63
67,1601283407,35.1585723,136.9238583,AAA001,5,-63
68,1601283408,35.1585723,136.9238583,AAA001,5,-63
69,1601283408,35.1585723,136.9238583,AAA001,5,-71
70,1601283409,35.1585723,136.9238583,AAA001,5,-71
71,1601283410,35.1585723,136.9238583,AAA001,5,-71
72,1601283411,35.1585723,136.9238583,AAA001,5,-71
73,1601283411,35.1585723,136.9238583,AAA001,5,-71
74,1601283412,35.1585723,136.9238583,AAA001,5,-71
75,1601283413,35.1585723,136.9238583,AAA001,5,-71
76,1601283413,35.1585723,136.9238583,AAA001,5,-71
77,1601283414,35.1585723,136.9238583,AAA001,5,-71
78,1601283415,35.1585723,136.9238583,AAA001,5,-71
79,1601283415,35.1585723,136.9238583,AAA001,5,-71
80,1601283416,35.1585723,136.9238583,AAA001,5,-71
81,1601283416,35.1585723,136.9238583,AAA001,5,-71
82,1601283417,35.1585723,136.9238583,AAA001,5,-71
83,1601283418,35.1585723,136.9238583,AAA001,5,-71
84,1601283419,35.1585723,136.9238583,AAA001,5,-71
85,1601283419,35.1585723,136.9238583,AAA001,5,-71
86,1601283420,35.1585723,136.9238583,AAA001,5,-71
87,1601283421,35.1585723,136.9238583,AAA001,5,-71
88,1601283422,35.1585723,136.9238583,AAA001,5,-71
89,1601283422,35.1585723,136.9238583,AAA001,5,-71
90,1601283423,35.1585723,136.9238583,AAA001,5,-71
91,1601283424,35.1585723,136.9238583,AAA001,5,-71
92,1601283424,35.1585723,136.9238583,AAA001,5,-71
93,1601283425,35.1585723,136.9238583,AAA001,5,-71
94,1601283426,35.1585723,136.9238583,AAA001,5,-71
95,1601283426,35.1585723,136.9238583,AAA001,5,-71
96,1601283427,35.1585723,136.9238583,AAA001,5,-71
97,1601283428,35.1585723,136.9238583,AAA001,5,-71
98,1601283429,35.1585723,136.9238583,AAA001,5,-71
99,1601283429,35.1585723,136.9238583,AAA001,5,-71
100,1601283430,35.1585723,136.9238583,AAA001,5,-71
101,1601283704,35.1586883,136.9238577,AAA001,5,-65
102,1601283705,35.1586883,136.9238577,AAA001,5,-65
103,1601283706,35.1586883,136.9238577,AAA001,5,-65
104,1601283706,35.1586883,136.9238577,AAA001,5,-65
105,1601283707,35.1586883,136.9238577,AAA001,5,-65
106,1601283708,35.1586883,136.9238577,AAA001,5,-65
107,1601283708,35.1586883,136.9238577,AAA001,5,-65
108,1601283709,35.1586883,136.9238577,AAA001,5,-65
109,1601283710,35.1586883,136.9238577,AAA001,5,-65
110,1601283711,35.1586883,136.9238577,AAA001,5,-65
111,1601283711,35.1586883,136.9238577,AAA001,5,-65
112,1601283712,35.1586883,136.9238577,AAA001,5,-65
113,1601283713,35.1586883,136.9238577,AAA001,5,-65
114,1601283714,35.1586883,136.9238577,AAA001,5,-65
115,1601283714,35.1586883,136.9238577,AAA001,5,-65
116,1601283715,35.1586883,136.9238577,AAA001,5,-65
117,1601283716,35.1586883,136.9238577,AAA001,5,-65
118,1601283716,35.1586883,136.9238577,AAA001,5,-65
119,1601283717,35.1586883,136.9238577,AAA001,5,-65
120,1601283718,35.1586883,136.9238577,AAA001,5,-65
121,1601283719,35.1586883,136.9238577,AAA001,5,-65
122,1601283720,35.1586883,136.9238577,AAA001,5,-65
123,1601283720,35.1586883,136.9238577,AAA001,5,-65
124,1601283721,35.1586883,136.9238577,AAA001,5,-65
125,1601283722,35.1586883,136.9238577,AAA001,5,-65
126,1601283722,35.1586883,136.9238577,AAA001,5,-65
127,1601283723,35.1586883,136.9238577,AAA001,5,-65
128,1601283724,35.1586883,136.9238577,AAA001,5,-65
129,1601283725,35.1586883,136.9238577,AAA001,5,-65
130,1601283725,35.1586883,136.9238577,AAA001,5,-65
131,1601283726,35.1586883,136.9238577,AAA001,5,-65
132,1601283727,35.1586883,136.9238577,AAA001,5,-65
133,1601283727,35.1586883,136.9238577,AAA001,5,-65
134,1601283728,35.1586883,136.9238577,AAA001,5,-65
135,1601283729,35.1586883,136.9238577,AAA001,5,-65
136,1601283729,35.1586883,136.9238577,AAA001,5,-65
137,1601283730,35.1586883,136.9238577,AAA001,5,-65
138,1601283731,35.1586883,136.9238577,AAA001,5,-65
139,1601283731,35.1586883,136.9238577,AAA001,5,-65
140,1601283732,35.1586883,136.9238577,AAA001,5,-65
141,1601283733,35.1586883,136.9238577,AAA001,5,-65
142,1601283733,35.1586883,136.9238577,AAA001,5,-65
143,1601283734,35.1586883,136.9238577,AAA001,5,-65
144,1601283735,35.1586883,136.9238577,AAA001,5,-65
145,1601283735,35.1586883,136.9238577,AAA001,5,-65
146,1601283736,35.1586883,136.9238577,AAA001,5,-65
147,1601283737,35.1586883,136.9238577,AAA001,5,-65
148,1601283738,35.1586883,136.9238577,AAA001,5,-65
149,1601283738,35.1586883,136.9238577,AAA001,5,-65
150,1601283739,35.1586883,136.9238577,AAA001,5,-65
151,1601283740,35.1586883,136.9238577,AAA001,5,-65
152,1601283740,35.1586883,136.9238577,AAA001,5,-65
153,1601283741,35.1586883,136.9238577,AAA001,5,-65
154,1601283742,35.1586883,136.9238577,AAA001,5,-65
155,1601283743,35.1586883,136.9238577,AAA001,5,-65
156,1601283743,35.1586883,136.9238577,AAA001,5,-65
157,1601283744,35.1586883,136.9238577,AAA001,5,-65
158,1601283745,35.1586883,136.9238577,AAA001,5,-65
159,1601283745,35.1586883,136.9238577,AAA001,5,-76
160,1601283746,35.1586883,136.9238577,AAA001,5,-76
161,1601283747,35.1586883,136.9238577,AAA001,5,-76
162,1601283747,35.1586883,136.9238577,AAA001,5,-76
163,1601283748,35.1586883,136.9238577,AAA001,5,-76
164,1601283749,35.1586883,136.9238577,AAA001,5,-76
165,1601283749,35.1586883,136.9238577,AAA001,5,-76
166,1601283750,35.1586883,136.9238577,AAA001,5,-76
167,1601283751,35.1586883,136.9238577,AAA001,5,-76
168,1601283752,35.1586883,136.9238577,AAA001,5,-76
169,1601283752,35.1586883,136.9238577,AAA001,5,-80
170,1601283753,35.1586883,136.9238577,AAA001,5,-80
171,1601283753,35.1586883,136.9238577,AAA001,5,-80
172,1601283754,35.1586883,136.9238577,AAA001,5,-80
173,1601283755,35.1586883,136.9238577,AAA001,5,-80
174,1601283756,35.1586883,136.9238577,AAA001,5,-80
175,1601283756,35.1586883,136.9238577,AAA001,5,-80
176,1601283757,35.1586883,136.9238577,AAA001,5,-80
177,1601283758,35.1586883,136.9238577,AAA001,5,-80
178,1601283758,35.1586883,136.9238577,AAA001,5,-80
179,1601283759,35.1586883,136.9238577,AAA001,5,-80
180,1601283760,35.1586883,136.9238577,AAA001,5,-80
181,1601283761,35.1586883,136.9238577,AAA001,5,-80
182,1601283761,35.1586883,136.9238577,AAA001,5,-80
183,1601283762,35.1586883,136.9238577,AAA001,5,-80
184,1601283763,35.1586883,136.9238577,AAA001,5,-80
185,1601283763,35.1586883,136.9238577,AAA001,5,-80
186,1601283764,35.1586883,136.9238577,AAA001,5,-80
187,1601283765,35.1586883,136.9238577,AAA001,5,-80
188,1601283766,35.1586883,136.9238577,AAA001,5,-80
189,1601283767,35.1586883,136.9238577,AAA001,5,-80
190,1601283767,35.1586883,136.9238577,AAA001,5,-80
191,1601283768,35.1586883,136.9238577,AAA001,5,-80
192,1601283769,35.1586883,136.9238577,AAA001,5,-80
193,1601283769,35.1586883,136.9238577,AAA001,5,-80
194,1601283770,35.1586883,136.9238577,AAA001,5,-80
195,1601283771,35.1586883,136.9238577,AAA001,5,-80
196,1601283772,35.1586883,136.9238577,AAA001,5,-80
197,1601283772,35.1586883,136.9238577,AAA001,5,-80
198,1601283773,35.1586883,136.9238577,AAA001,5,-80
199,1601283774,35.1586883,136.9238577,AAA001,5,-80
200,1601283774,35.1586883,136.9238577,AAA001,5,-80
201,1601284055,35.1588607,136.9239013,AAA001,5,-76
202,1601284056,35.1588607,136.9239013,AAA001,5,-76
203,1601284057,35.1588607,136.9239013,AAA001,5,-76
204,1601284057,35.1588607,136.9239013,AAA001,5,-76
205,1601284058,35.1588607,136.9239013,AAA001,5,-76
206,1601284059,35.1588607,136.9239013,AAA001,5,-76
207,1601284060,35.1588607,136.9239013,AAA001,5,-76
208,1601284060,35.1588607,136.9239013,AAA001,5,-76
209,1601284061,35.1588607,136.9239013,AAA001,5,-76
210,1601284062,35.1588607,136.9239013,AAA001,5,-76
211,1601284062,35.1588607,136.9239013,AAA001,5,-76
212,1601284063,35.1588607,136.9239013,AAA001,5,-76
213,1601284064,35.1588607,136.9239013,AAA001,5,-76
214,1601284065,35.1588607,136.9239013,AAA001,5,-76
215,1601284065,35.1588607,136.9239013,AAA001,5,-76
216,1601284066,35.1588607,136.9239013,AAA001,5,-76
217,1601284067,35.1588607,136.9239013,AAA001,5,-76
218,1601284068,35.1588607,136.9239013,AAA001,5,-76
219,1601284068,35.1588607,136.9239013,AAA001,5,-76
220,1601284069,35.1588607,136.9239013,AAA001,5,-76
221,1601284070,35.1588607,136.9239013,AAA001,5,-76
222,1601284071,35.1588607,136.9239013,AAA001,5,-76
223,1601284071,35.1588607,136.9239013,AAA001,5,-76
224,1601284072,35.1588607,136.9239013,AAA001,5,-76
225,1601284073,35.1588607,136.9239013,AAA001,5,-76
226,1601284074,35.1588607,136.9239013,AAA001,5,-76
227,1601284074,35.1588607,136.9239013,AAA001,5,-76
228,1601284075,35.1588607,136.9239013,AAA001,5,-76
229,1601284076,35.1588607,136.9239013,AAA001,5,-76
230,1601284076,35.1588607,136.9239013,AAA001,5,-76
231,1601284077,35.1588607,136.9239013,AAA001,5,-76
232,1601284078,35.1588607,136.9239013,AAA001,5,-76
233,1601284079,35.1588607,136.9239013,AAA001,5,-76
234,1601284079,35.1588607,136.9239013,AAA001,5,-76
235,1601284080,35.1588607,136.9239013,AAA001,5,-76
236,1601284081,35.1588607,136.9239013,AAA001,5,-76
237,1601284082,35.1588607,136.9239013,AAA001,5,-76
238,1601284082,35.1588607,136.9239013,AAA001,5,-76
239,1601284083,35.1588607,136.9239013,AAA001,5,-76
240,1601284084,35.1588607,136.9239013,AAA001,5,-76
241,1601284084,35.1588607,136.9239013,AAA001,5,-76
242,1601284085,35.1588607,136.9239013,AAA001,5,-76
243,1601284086,35.1588607,136.9239013,AAA001,5,-76
244,1601284087,35.1588607,136.9239013,AAA001,5,-76
245,1601284087,35.1588607,136.9239013,AAA001,5,-76
246,1601284088,35.1588607,136.9239013,AAA001,5,-76
247,1601284089,35.1588607,136.9239013,AAA001,5,-76
248,1601284090,35.1588607,136.9239013,AAA001,5,-76
249,1601284090,35.1588607,136.9239013,AAA001,5,-76
250,1601284091,35.1588607,136.9239013,AAA001,5,-76
251,1601284092,35.1588607,136.9239013,AAA001,5,-76
252,1601284093,35.1588607,136.9239013,AAA001,5,-76
253,1601284093,35.1588607,136.9239013,AAA001,5,-76
254,1601284094,35.1588607,136.9239013,AAA001,5,-76
255,1601284095,35.1588607,136.9239013,AAA001,5,-76
256,1601284095,35.1588607,136.9239013,AAA001,5,-76
257,1601284096,35.1588607,136.9239013,AAA001,5,-76
258,1601284097,35.1588607,136.9239013,AAA001,5,-76
259,1601284097,35.1588607,136.9239013,AAA001,5,-76
260,1601284098,35.1588607,136.9239013,AAA001,5,-76
261,1601284099,35.1588607,136.9239013,AAA001,5,-76
262,1601284100,35.1588607,136.9239013,AAA001,5,-76
263,1601284100,35.1588607,136.9239013,AAA001,5,-76
264,1601284101,35.1588607,136.9239013,AAA001,5,-76
265,1601284102,35.1588607,136.9239013,AAA001,5,-76
266,1601284102,35.1588607,136.9239013,AAA001,5,-76
267,1601284103,35.1588607,136.9239013,AAA001,5,-76
268,1601284104,35.1588607,136.9239013,AAA001,5,-76
269,1601284105,35.1588607,136.9239013,AAA001,5,-76
270,1601284105,35.1588607,136.9239013,AAA001,5,-76
271,1601284106,35.1588607,136.9239013,AAA001,5,-76
272,1601284107,35.1588607,136.9239013,AAA001,5,-76
273,1601284107,35.1588607,136.9239013,AAA001,5,-76
274,1601284108,35.1588607,136.9239013,AAA001,5,-76
275,1601284109,35.1588607,136.9239013,AAA001,5,-76
276,1601284110,35.1588607,136.9239013,AAA001,5,-76
277,1601284111,35.1588607,136.9239013,AAA001,5,-76
278,1601284111,35.1588607,136.9239013,AAA001,5,-76
279,1601284112,35.1588607,136.9239013,AAA001,5,-76
280,1601284113,35.1588607,136.9239013,AAA001,5,-76
281,1601284113,35.1588607,136.9239013,AAA001,5,-76
282,1601284114,35.1588607,136.9239013,AAA001,5,-76
283,1601284115,35.1588607,136.9239013,AAA001,5,-76
284,1601284115,35.1588607,136.9239013,AAA001,5,-76
285,1601284116,35.1588607,136.9239013,AAA001,5,-76
286,1601284117,35.1588607,136.9239013,AAA001,5,-76
287,1601284118,35.1588607,136.9239013,AAA001,5,-76
288,1601284118,35.1588607,136.9239013,AAA001,5,-76
289,1601284119,35.1588607,136.9239013,AAA001,5,-76
290,1601284120,35.1588607,136.9239013,AAA001,5,-76
291,1601284120,35.1588607,136.9239013,AAA001,5,-76
292,1601284121,35.1588607,136.9239013,AAA001,5,-76
293,1601284122,35.1588607,136.9239013,AAA001,5,-76
294,1601284123,35.1588607,136.9239013,AAA001,5,-76
295,1601284123,35.1588607,136.9239013,AAA001,5,-64
296,1601284124,35.1588607,136.9239013,AAA001,5,-64
297,1601284125,35.1588607,136.9239013,AAA001,5,-64
298,1601284126,35.1588607,136.9239013,AAA001,5,-64
299,1601284126,35.1588607,136.9239013,AAA001,5,-64
300,1601284127,35.1588607,136.9239013,AAA001,5,-64
301,1601284332,35.1588239,136.92392,AAA001,5,-70
302,1601284333,35.1588239,136.92392,AAA001,5,-70
303,1601284334,35.1588239,136.92392,AAA001,5,-70
304,1601284334,35.1588239,136.92392,AAA001,5,-70
305,1601284335,35.1588239,136.92392,AAA001,5,-70
306,1601284336,35.1588239,136.92392,AAA001,5,-70
307,1601284336,35.1588239,136.92392,AAA001,5,-70
308,1601284337,35.1588239,136.92392,AAA001,5,-70
309,1601284338,35.1588239,136.92392,AAA001,5,-70
310,1601284339,35.1588239,136.92392,AAA001,5,-70
311,1601284339,35.1588239,136.92392,AAA001,5,-70
312,1601284340,35.1588239,136.92392,AAA001,5,-70
313,1601284341,35.1588239,136.92392,AAA001,5,-70
314,1601284341,35.1588239,136.92392,AAA001,5,-70
315,1601284342,35.1588239,136.92392,AAA001,5,-70
316,1601284343,35.1588239,136.92392,AAA001,5,-70
317,1601284344,35.1588239,136.92392,AAA001,5,-70
318,1601284344,35.1588239,136.92392,AAA001,5,-70
319,1601284345,35.1588239,136.92392,AAA001,5,-70
320,1601284346,35.1588239,136.92392,AAA001,5,-70
321,1601284346,35.1588239,136.92392,AAA001,5,-70
322,1601284347,35.1588239,136.92392,AAA001,5,-70
323,1601284348,35.1588239,136.92392,AAA001,5,-73
324,1601284348,35.1588239,136.92392,AAA001,5,-73
325,1601284349,35.1588239,136.92392,AAA001,5,-73
326,1601284350,35.1588239,136.92392,AAA001,5,-73
327,1601284351,35.1588239,136.92392,AAA001,5,-73
328,1601284351,35.1588239,136.92392,AAA001,5,-73
329,1601284352,35.1588239,136.92392,AAA001,5,-73
330,1601284353,35.1588239,136.92392,AAA001,5,-73
331,1601284353,35.1588239,136.92392,AAA001,5,-73
332,1601284354,35.1588239,136.92392,AAA001,5,-68
333,1601284355,35.1588239,136.92392,AAA001,5,-68
334,1601284356,35.1588239,136.92392,AAA001,5,-68
335,1601284356,35.1588239,136.92392,AAA001,5,-68
336,1601284357,35.1588239,136.92392,AAA001,5,-68
337,1601284358,35.1588239,136.92392,AAA001,5,-68
338,1601284359,35.1588239,136.92392,AAA001,5,-68
339,1601284359,35.1588239,136.92392,AAA001,5,-68
340,1601284360,35.1588239,136.92392,AAA001,5,-68
341,1601284361,35.1588239,136.92392,AAA001,5,-68
342,1601284362,35.1588239,136.92392,AAA001,5,-68
343,1601284362,35.1588239,136.92392,AAA001,5,-68
344,1601284363,35.1588239,136.92392,AAA001,5,-68
345,1601284364,35.1588239,136.92392,AAA001,5,-68
346,1601284364,35.1588239,136.92392,AAA001,5,-68
347,1601284365,35.1588239,136.92392,AAA001,5,-68
348,1601284366,35.1588239,136.92392,AAA001,5,-68
349,1601284366,35.1588239,136.92392,AAA001,5,-68
350,1601284367,35.1588239,136.92392,AAA001,5,-68
351,1601284368,35.1588239,136.92392,AAA001,5,-68
352,1601284369,35.1588239,136.92392,AAA001,5,-68
353,1601284369,35.1588239,136.92392,AAA001,5,-68
354,1601284370,35.1588239,136.92392,AAA001,5,-68
355,1601284371,35.1588239,136.92392,AAA001,5,-68
356,1601284372,35.1588239,136.92392,AAA001,5,-68
357,1601284372,35.1588239,136.92392,AAA001,5,-68
358,1601284373,35.1588239,136.92392,AAA001,5,-68
359,1601284374,35.1588239,136.92392,AAA001,5,-68
360,1601284374,35.1588239,136.92392,AAA001,5,-68
361,1601284375,35.1588239,136.92392,AAA001,5,-68
362,1601284376,35.1588239,136.92392,AAA001,5,-68
363,1601284376,35.1588239,136.92392,AAA001,5,-68
364,1601284377,35.1588239,136.92392,AAA001,5,-68
365,1601284378,35.1588239,136.92392,AAA001,5,-68
366,1601284378,35.1588239,136.92392,AAA001,5,-68
367,1601284379,35.1588239,136.92392,AAA001,5,-68
368,1601284380,35.1588239,136.92392,AAA001,5,-68
369,1601284381,35.1588239,136.92392,AAA001,5,-68
370,1601284381,35.1588239,136.92392,AAA001,5,-68
371,1601284382,35.1588239,136.92392,AAA001,5,-68
372,1601284383,35.1588239,136.92392,AAA001,5,-68
373,1601284384,35.1588239,136.92392,AAA001,5,-68
374,1601284384,35.1588239,136.92392,AAA001,5,-68
375,1601284385,35.1588239,136.92392,AAA001,5,-68
376,1601284386,35.1588239,136.92392,AAA001,5,-68
377,1601284386,35.1588239,136.92392,AAA001,5,-68
378,1601284387,35.1588239,136.92392,AAA001,5,-68
379,1601284388,35.1588239,136.92392,AAA001,5,-68
380,1601284388,35.1588239,136.92392,AAA001,5,-68
381,1601284389,35.1588239,136.92392,AAA001,5,-68
382,1601284390,35.1588239,136.92392,AAA001,5,-68
383,1601284391,35.1588239,136.92392,AAA001,5,-68
384,1601284391,35.1588239,136.92392,AAA001,5,-68
385,1601284392,35.1588239,136.92392,AAA001,5,-68
386,1601284393,35.1588239,136.92392,AAA001,5,-68
387,1601284393,35.1588239,136.92392,AAA001,5,-68
388,1601284394,35.1588239,136.92392,AAA001,5,-68
389,1601284395,35.1588239,136.92392,AAA001,5,-68
390,1601284396,35.1588239,136.92392,AAA001,5,-68
391,1601284396,35.1588239,136.92392,AAA001,5,-68
392,1601284397,35.1588239,136.92392,AAA001,5,-68
393,1601284398,35.1588239,136.92392,AAA001,5,-68
394,1601284398,35.1588239,136.92392,AAA001,5,-68
395,1601284399,35.1588239,136.92392,AAA001,5,-68
396,1601284400,35.1588239,136.92392,AAA001,5,-68
397,1601284401,35.1588239,136.92392,AAA001,5,-68
398,1601284401,35.1588239,136.92392,AAA001,5,-68
399,1601284402,35.1588239,136.92392,AAA001,5,-68
400,1601284403,35.1588239,136.92392,AAA001,5,-68
401,1601284524,35.1586847,136.92392,AAA001,5,-65
402,1601284524,35.1586847,136.92392,AAA001,5,-65
403,1601284525,35.1586847,136.92392,AAA001,5,-65
404,1601284526,35.1586847,136.92392,AAA001,5,-65
405,1601284526,35.1586847,136.92392,AAA001,5,-65
406,1601284527,35.1586847,136.92392,AAA001,5,-65
407,1601284528,35.1586847,136.92392,AAA001,5,-65
408,1601284529,35.1586847,136.92392,AAA001,5,-65
409,1601284529,35.1586847,136.92392,AAA001,5,-65
410,1601284530,35.1586847,136.92392,AAA001,5,-65
411,1601284531,35.1586847,136.92392,AAA001,5,-65
412,1601284532,35.1586847,136.92392,AAA001,5,-65
413,1601284532,35.1586847,136.92392,AAA001,5,-65
414,1601284533,35.1586847,136.92392,AAA001,5,-65
415,1601284534,35.1586847,136.92392,AAA001,5,-65
416,1601284534,35.1586847,136.92392,AAA001,5,-65
417,1601284535,35.1586847,136.92392,AAA001,5,-65
418,1601284536,35.1586847,136.92392,AAA001,5,-65
419,1601284537,35.1586847,136.92392,AAA001,5,-65
420,1601284537,35.1586847,136.92392,AAA001,5,-65
421,1601284538,35.1586847,136.92392,AAA001,5,-65
422,1601284539,35.1586847,136.92392,AAA001,5,-65
423,1601284540,35.1586847,136.92392,AAA001,5,-65
424,1601284540,35.1586847,136.92392,AAA001,5,-65
425,1601284541,35.1586847,136.92392,AAA001,5,-65
426,1601284542,35.1586847,136.92392,AAA001,5,-65
427,1601284543,35.1586847,136.92392,AAA001,5,-65
428,1601284543,35.1586847,136.92392,AAA001,5,-65
429,1601284544,35.1586847,136.92392,AAA001,5,-65
430,1601284545,35.1586847,136.92392,AAA001,5,-65
431,1601284546,35.1586847,136.92392,AAA001,5,-65
432,1601284546,35.1586847,136.92392,AAA001,5,-65
433,1601284547,35.1586847,136.92392,AAA001,5,-65
434,1601284548,35.1586847,136.92392,AAA001,5,-65
435,1601284548,35.1586847,136.92392,AAA001,5,-65
436,1601284549,35.1586847,136.92392,AAA001,5,-65
437,1601284550,35.1586847,136.92392,AAA001,5,-65
438,1601284551,35.1586847,136.92392,AAA001,5,-65
439,1601284551,35.1586847,136.92392,AAA001,5,-65
440,1601284552,35.1586847,136.92392,AAA001,5,-65
441,1601284553,35.1586847,136.92392,AAA001,5,-65
442,1601284553,35.1586847,136.92392,AAA001,5,-65
443,1601284554,35.1586847,136.92392,AAA001,5,-65
444,1601284555,35.1586847,136.92392,AAA001,5,-65
445,1601284555,35.1586847,136.92392,AAA001,5,-65
446,1601284556,35.1586847,136.92392,AAA001,5,-65
447,1601284557,35.1586847,136.92392,AAA001,5,-65
448,1601284558,35.1586847,136.92392,AAA001,5,-65
449,1601284558,35.1586847,136.92392,AAA001,5,-65
450,1601284559,35.1586847,136.92392,AAA001,5,-65
451,1601284560,35.1586847,136.92392,AAA001,5,-65
452,1601284561,35.1586847,136.92392,AAA001,5,-65
453,1601284561,35.1586847,136.92392,AAA001,5,-65
454,1601284562,35.1586847,136.92392,AAA001,5,-65
455,1601284563,35.1586847,136.92392,AAA001,5,-65
456,1601284564,35.1586847,136.92392,AAA001,5,-65
457,1601284564,35.1586847,136.92392,AAA001,5,-65
458,1601284565,35.1586847,136.92392,AAA001,5,-65
459,1601284566,35.1586847,136.92392,AAA001,5,-65
460,1601284566,35.1586847,136.92392,AAA001,5,-65
461,1601284567,35.1586847,136.92392,AAA001,5,-65
462,1601284568,35.1586847,136.92392,AAA001,5,-66
463,1601284569,35.1586847,136.92392,AAA001,5,-66
464,1601284569,35.1586847,136.92392,AAA001,5,-66
465,1601284570,35.1586847,136.92392,AAA001,5,-66
466,1601284571,35.1586847,136.92392,AAA001,5,-66
467,1601284572,35.1586847,136.92392,AAA001,5,-66
468,1601284572,35.1586847,136.92392,AAA001,5,-66
469,1601284573,35.1586847,136.92392,AAA001,5,-64
470,1601284574,35.1586847,136.92392,AAA001,5,-64
471,1601284574,35.1586847,136.92392,AAA001,5,-64
472,1601284575,35.1586847,136.92392,AAA001,5,-64
473,1601284576,35.1586847,136.92392,AAA001,5,-64
474,1601284576,35.1586847,136.92392,AAA001,5,-64
475,1601284577,35.1586847,136.92392,AAA001,5,-64
476,1601284578,35.1586847,136.92392,AAA001,5,-64
477,1601284579,35.1586847,136.92392,AAA001,5,-64
478,1601284579,35.1586847,136.92392,AAA001,5,-64
479,1601284580,35.1586847,136.92392,AAA001,5,-64
480,1601284581,35.1586847,136.92392,AAA001,5,-64
481,1601284581,35.1586847,136.92392,AAA001,5,-64
482,1601284582,35.1586847,136.92392,AAA001,5,-64
483,1601284583,35.1586847,136.92392,AAA001,5,-64
484,1601284584,35.1586847,136.92392,AAA001,5,-64
485,1601284584,35.1586847,136.92392,AAA001,5,-64
486,1601284585,35.1586847,136.92392,AAA001,5,-64
